year,indicator_code,indicator_name,value
2006,NY.GNP.PCAP.CD,"GNI per capita, Atlas method (current US$)",550.0
2006,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",2300.0
2006,SL.AGR.EMPL.FE.ZS,"Employment in agriculture, female (% of female employment)",57.3570456050527
2006,SL.AGR.EMPL.MA.ZS,"Employment in agriculture, male (% of male employment)",48.2603711047923
2006,SN.ITK.DEFC.ZS,Prevalence of undernourishment (% of population),15.4
2006,SP.RUR.TOTL.ZS,Rural population (% of total population),74.0520850007404
2007,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),179.81000499002
2007,AG.LND.AGRI.K2,Agricultural land (sq. km),92660.0
2007,AG.LND.AGRI.ZS,Agricultural land (% of land area),71.1838365214719
2007,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),77.62
2007,AG.PRD.FOOD.XD,Food production index (2014-2016 = 100),74.54
2007,AG.PRD.LVSK.XD,Livestock production index (2014-2016 = 100),56.94
2007,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3783.1
2007,NE.CON.PRVT.CD,Household final consumption expenditure (current US$),58827560189.47
2007,NE.CON.PRVT.PC.KD,Household final consumption expenditure per capita (constant 2015 US$),669.265515764412
